latency,watt_hour
0.009487360000610352,0.00046500509248839487
0.00522649621963501,0.0002654977142810822
0.0018903039693832398,0.0004110357364018758
0.011323391914367676,0.0001670515888267093
0.011339776039123535,0.00017043490608533224
0.011372544288635255,0.0001701928244696723
0.011101183891296386,0.00017224157452583314
0.010557439804077149,0.00017015973064634534
0.010721280097961425,0.00018408537573284573
0.010351615905761719,0.0001816437045733134
0.010156031608581542,0.0001691819190979004
0.01205247974395752,0.00017774710125393337
0.010198016166687012,0.00018006612658500668
0.0102041597366333,0.00017930009365081786
0.01113804817199707,0.00016588626040352716
0.009982975959777832,0.0001224555810292562
0.01146675205230713,0.00018042749365170798
0.01102847957611084,0.0001793272336324056
0.010489855766296387,0.0001657324896918403
0.010233856201171876,0.00016584576103422378
0.010368000030517579,0.0001803463300069173
0.009997311592102051,0.00016462084452311198
0.010394623756408691,0.0001777304702334934
0.010357760429382324,0.00018024979035059611
0.011111424446105958,0.00016979080306159125
0.011124735832214355,0.0001810071349143982
0.011144191741943359,0.0001662087361017863
0.011034624099731445,0.00016666526198387145
0.01116262435913086,0.00016992187500000002
0.010925056457519532,0.0001662751959429847
0.010703871726989746,0.0001672802421781752
0.010404864311218261,0.0001673741340637207
0.011462656021118164,0.00018125295639038086
0.01032806396484375,0.00018009227514266966
0.011827199935913087,0.00014503498607211642
0.010861568450927735,0.00015002709031105042
0.011097087860107421,0.0001496990700562795
0.011422719955444336,0.00014706787334548105
0.01143500804901123,0.00014711921215057372
0.012002304077148437,0.0001473254468705919
0.010631168365478515,0.00018356498479843138
0.010408960342407226,0.00012572017245822482
0.011509759902954102,0.00014876718521118166
0.010329088211059571,0.00016708493365181817
0.010380288124084473,0.00016844563881556192
0.010169343948364258,0.00018358486228519017
0.011960320472717285,0.00017956306205855474
0.010077183723449706,0.0001448301805390252
0.011317248344421387,0.00014609789848327637
0.010260479927062988,0.00014268509944279987
0.011086848258972168,0.00017502422332763674
0.011652095794677735,0.00017642426490783694
0.010674176216125488,0.00016601731379826864
0.010203136444091796,0.00016316127777099608
0.010468352317810058,0.00016149610943264433
0.011579392433166504,0.00015833494398328994
0.011974656105041503,0.00015933690071105958
0.010567680358886718,0.00016123481194178264
0.01121996784210205,0.00017344822883605957
0.010974207878112792,0.0001609228750069936
0.010880000114440918,0.0001718998240100013
0.011901951789855958,0.0001601230223973592
0.010568703651428223,0.00016259050369262694
0.010472448348999023,0.00015982334812482198
0.010203136444091796,0.0001625904858112335
0.010086400032043457,0.00017765380541483563
0.011025407791137695,0.0001626562515894572
0.011976703643798828,0.0001400626864698198
0.01136844825744629,0.000160590304268731
0.012223487854003906,0.00016194364428520202
0.010312704086303711,0.00016773281296094257
0.011230208396911622,0.00014043248163329232
0.010980352401733399,0.00016351964473724365
0.010561535835266114,0.00016463263829549155
0.01205452823638916,0.00016393812828593784
0.012138496398925782,0.0001651121179262797
0.010835968017578124,0.0001645411584112379
0.0118538236618042,0.00016354416211446126
0.010637311935424805,0.00012163579993777804
0.0101396484375,0.00016298342413372462
0.010390527725219726,0.00016390805244445803
0.01012224006652832,0.00016080647375848556
0.010277888298034669,0.00017452665964762373
0.010523648262023925,0.00017476659350925024
0.011817983627319336,0.00014255067706108092
0.011384832382202148,0.0001413143343395657
0.010518527984619141,0.0001414216094546848
0.010969087600708008,0.00014040391445159912
0.011148287773132324,0.00014026247395409477
0.011016192436218262,0.00014100626707077026
0.010546175956726075,0.00014213029543558753
0.011149312019348144,0.00014457479582892524
0.012033023834228516,0.00014497763514518738
0.010571776390075683,0.00016397231419881185
0.01062502384185791,0.0001654295206069946
0.012173312187194824,0.0001769717004564073
0.011042816162109375,0.0001785992721716563
0.011160575866699218,0.00014194680584801568
0.011545599937438965,0.00016406333446502685
0.011692031860351563,0.0001429864565531413
0.011662336349487304,0.00016315960884094238
0.011339776039123535,0.00014185655117034913
0.010398719787597656,0.0001415808359781901
0.011239423751831054,0.0001617521047592163
0.0111278076171875,0.0001595816731452942
0.011920384407043457,0.00015866107940673828
0.010589183807373047,0.00016119873656166925
0.011563008308410644,0.00017305297123061287
0.010981375694274903,0.0001221646289030711
0.010103808403015137,0.00014133866628011067
0.010322943687438964,0.00014068722724914552
0.010396672248840331,0.0001441946824391683
0.011689984321594238,0.0001430918084250556
0.011337727546691894,0.00014487355947494506
0.010496000289916992,0.00014432879090309144
0.010904576301574707,0.00014369951950179204
0.010301440238952637,0.00014174283345540366
0.009987071990966797,0.00014532637066311303
0.010362879753112793,0.00016341228948699106
0.01062707233428955,0.0001664070963859558
0.0107642879486084,0.0001766918957233429
0.011156479835510253,0.0001767304711871677
0.010512384414672851,0.00014136511484781904
0.01053286361694336,0.0001446876843770345
0.011942912101745605,0.00014297799468040466
0.011025407791137695,0.00014373562071058485
0.011608063697814941,0.00014450581868489585
0.011282431602478027,0.00014506919980049134
0.01101414394378662,0.00017665077580346
0.011534336090087891,0.00017602822184562683
0.011531264305114745,0.0001657341314686669
0.011339776039123535,0.00016655530929565428
0.010866687774658204,0.00017637925545374553
0.020926464080810548,0.00018099474575784471
0.01031065559387207,0.00014789566728803846
0.011974656105041503,0.00014504849116007488
0.012011520385742188,0.00014372851053873697
0.011090944290161133,0.0001482447306315104
0.01043558406829834,0.00014732873837153116
0.01045299243927002,0.00014557779298888311
0.011091967582702637,0.0001432614392704434
0.011570176124572755,0.00016597593824068706
0.01093222427368164,0.00014390233953793846
0.01104691219329834,0.00016376266545719572
0.0112609281539917,0.00016428049206733704
0.011933695793151856,0.00017572201093037922
0.010926079750061036,0.00016796789566675825
0.011693056106567384,0.00018683503071467082
0.011663359642028808,0.00018888731002807615
0.01092300796508789,0.00018433514369858633
0.010547200202941894,0.0001844239201810625
0.011012096405029297,0.00018848055799802144
0.01152511978149414,0.0001871167712741428
0.010579968452453613,0.00019167227811283535
0.011637760162353515,0.00018597896099090578
0.011258879661560058,0.00018671371936798095
0.011008000373840332,0.00018813786771562364
0.010079232215881348,0.0001891511797904968
0.011111424446105958,0.00018487675984700522
0.011233280181884766,0.0001891035172674391
0.011066368103027344,0.00019065584341684976
0.017754112243652344,0.00018297590480910407
0.011513855934143067,0.0001893412272135417
0.011160575866699218,0.00018864383300145468
0.012026880264282227,0.00018715621630350748
0.01094758415222168,0.000188846488793691
