latency,watt_hour
0.1617305603027344,0.004725995059808095
0.0041016960144042965,0.0003426273663838704
0.004113920211791992,0.00018085076014200848
0.030159040451049803,0.0001863241195678711
0.03092655944824219,0.00016879851553175182
0.030331199645996093,0.00016966731349627178
0.030620960235595702,0.00017068584230211045
0.03004863929748535,0.0001707909901936849
0.030953727722167968,0.0001852518876393636
0.029959104537963868,0.00018318669398625692
0.029904735565185546,0.00018104349772135416
0.031054111480712892,0.00017928393946753607
0.029269983291625976,0.00017936181426048278
0.030944768905639648,0.00016512731711069742
0.030907840728759767,0.00017843485275904339
0.030559040069580077,0.00017622005674574113
0.030335039138793946,0.0001794745557838016
0.03037116813659668,0.00018134003347820705
0.0310797119140625,0.00018174554175800746
0.031078464508056642,0.00017858233120706345
0.03026617622375488,0.00017959199680222406
0.029554431915283202,0.00018072897328270807
0.0309881591796875,0.00017744810316297743
0.0296060791015625,0.00018066243330637613
0.03099990463256836,0.00016860774755477905
0.031253055572509764,0.00016988125443458558
0.030266592025756836,0.00017893070975939432
0.02947987174987793,0.0001664233406384786
0.029535295486450196,0.00016678878996107316
0.029254816055297853,0.00016656468510627744
0.03083033561706543,0.0001691167480415768
0.030560127258300783,0.00016548950672149658
0.030230911254882812,0.0001664990544319153
0.03107094383239746,0.00014492828448613482
0.03032249641418457,0.00018064516252941557
0.03004364776611328,0.00014730891585350037
0.03112816047668457,0.00015082255469428166
0.02935148811340332,0.00016915880507893034
0.02933897590637207,0.00016677010059356687
0.029349599838256836,0.00017762854629092747
0.030945632934570314,0.0001829340358575185
0.0304453125,0.0001674603475464715
0.030490400314331055,0.0001471378246943156
0.03110918426513672,0.00018322736952039928
0.030991519927978516,0.00014882181220584445
0.030930751800537108,0.00014676017761230468
0.030090591430664063,0.00014574820068147446
0.03004617691040039,0.0001449855539533827
0.030673887252807615,0.00018291927576065064
0.030385663986206055,0.00014641046656502617
0.030304447174072265,0.00016331161128150092
0.030729312896728516,0.00017270572847790186
0.029441631317138672,0.00017667619122399222
0.03027779197692871,0.0001673472046852112
0.030579872131347656,0.00016169963081677754
0.03020204734802246,0.00017140541076660158
0.035627391815185545,0.0001556388113233778
0.03069878387451172,0.0001598091681798299
0.030227231979370116,0.00015982989139027066
0.029569280624389647,0.00016154909133911133
0.029875423431396483,0.00016182021697362263
0.030854143142700196,0.00015921539068222045
0.030413759231567382,0.00015984134210480583
0.03026860809326172,0.0001591103653113047
0.030270912170410155,0.00015979472133848403
0.030745536804199218,0.00016392592125468784
0.03091744041442871,0.0001759559233983358
